seatid,price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,sold_first_hour
26932,2674,37,0,82,59,2,189,192,VIP,0.17,0.34,Fast,0.23,0,0
26933,2207,25,2,57,57,2,174,136,VIP,0.37,1,Fast,0.11,0,0
26934,2976,16,0,57,57,1,184,158,VIP,0.18,0.5,Fast,0.45,0,0
26935,271,123,14,41,74,2,274,212,General,0.2,0.82,Slow,0.63,1,1
26936,1516,37,13,48,64,1,270,189,Premium,0.36,0.56,Fast,0.47,1,0
26937,3205,16,0,49,64,3,164,239,VIP,0.15,0.99,Medium,0.67,1,0
26938,714,26,5,62,66,1,297,230,General,0.29,0.18,Medium,0.36,0,0
26939,2949,43,2,13,61,2,204,98,VIP,0.4,0.57,Fast,0.41,0,0
26940,374,120,18,27,78,3,216,133,General,0.41,0.64,Slow,0.61,1,0
26941,1086,38,13,71,67,2,247,237,Premium,0.32,0.34,Slow,0.69,1,0
26942,314,99,10,58,63,1,315,210,General,0.23,0.98,Medium,0.6,0,0
26943,1396,20,6,4,58,2,259,176,Premium,0.08,0.15,Fast,0.36,0,0
26944,2725,29,5,74,62,3,304,190,VIP,0.18,1,Fast,0.2,1,0
26945,1181,51,4,87,64,0,223,168,Premium,0.29,0.55,Fast,0.2,0,0
26946,259,106,3,67,59,2,202,125,General,0.12,0.09,Medium,0.37,1,1
26947,2300,29,5,10,55,2,167,171,VIP,0.11,0.35,Fast,0.39,0,0
26948,1450,29,5,6,60,2,183,173,Premium,0.39,0.44,Medium,0.31,0,0
26949,279,128,8,72,79,3,246,191,General,0.34,0.84,Medium,0.69,0,0
26950,311,118,10,66,71,3,190,293,General,0.31,0.71,Medium,0.34,0,1
26951,1411,25,4,67,64,2,164,241,Premium,0.17,0.16,Fast,0.16,0,0
26952,941,32,0,72,53,1,159,140,Premium,0.24,0.45,Slow,0.51,0,0
26953,2068,26,4,22,70,1,186,314,VIP,0.28,0.95,Fast,0.19,0,0
26954,2879,21,5,8,65,2,181,143,VIP,0.33,0.92,Medium,0.48,0,0
26955,2603,32,0,11,58,0,274,167,VIP,0.27,0.39,Fast,0.23,0,0
26956,521,141,8,78,58,2,279,282,General,0.34,0.18,Fast,0.23,0,0
26957,204,115,16,33,65,0,247,324,General,0.31,0.07,Medium,0.63,0,1
26958,278,118,5,8,68,2,325,129,General,0.27,0.29,Fast,0.4,0,1
26959,2386,17,1,55,50,2,183,136,VIP,0.09,0.8,Slow,0.85,1,0
26960,3420,28,2,76,67,2,303,208,VIP,0.14,1,Slow,0.71,1,0
26961,1175,30,2,86,67,3,244,180,Premium,0.32,0.65,Slow,0.53,0,1
26962,3202,11,3,32,66,3,308,234,VIP,0.18,0.61,Fast,0.3,0,0
26963,3649,19,5,73,68,2,206,145,VIP,0.1,0.63,Fast,0.2,0,0
26964,1384,33,1,81,61,1,285,122,Premium,0.22,0.36,Slow,0.89,1,0
26965,2513,24,1,48,62,2,310,213,VIP,0.2,1,Slow,0.64,1,0
26966,2660,30,0,74,55,1,232,131,VIP,0.19,1,Fast,0.21,0,0
26967,2574,24,7,2,63,1,300,200,VIP,0.36,0.74,Fast,0.19,0,0
26968,1873,36,4,82,63,1,256,254,VIP,0.33,0.47,Fast,0.35,0,0
26969,2558,39,0,38,56,1,193,165,VIP,0.34,0.85,Slow,0.73,1,0
26970,3161,18,6,14,59,1,224,133,VIP,0.12,0.4,Medium,0.46,1,0
26971,275,142,12,3,68,1,240,241,General,0.15,0.74,Slow,0.64,1,1
26972,2384,25,0,64,57,1,161,247,VIP,0.19,0.86,Medium,0.31,1,0
26973,2754,5,2,27,62,2,254,106,VIP,0.28,0.96,Medium,0.53,1,0
26974,392,117,8,21,71,3,286,286,General,0.4,0.65,Slow,0.88,0,1
26975,250,114,6,58,68,2,262,216,General,0.33,0.59,Fast,0.34,1,1
26976,2106,35,0,79,56,2,171,232,VIP,0.24,1,Fast,0.21,0,0
26977,168,136,9,86,66,1,279,256,General,0.08,0.46,Fast,0.47,0,1
26978,3539,18,1,71,63,0,185,246,VIP,0.29,1,Medium,0.62,1,0
26979,3445,11,0,5,47,2,146,219,VIP,0.16,0.67,Fast,0.48,0,0
26980,2937,34,0,73,60,1,235,202,VIP,0.08,0.35,Slow,0.8,1,0
26981,200,145,12,26,69,1,338,240,General,0.24,0.97,Medium,0.59,1,0
26982,404,127,14,6,68,1,277,154,General,0.31,0.57,Fast,0.19,0,0
26983,2133,40,2,47,58,2,230,247,VIP,0.17,0.99,Slow,0.63,0,0
26984,381,111,13,19,72,2,348,216,General,0.22,0.47,Fast,0.17,1,1
26985,2406,37,0,68,58,2,225,214,VIP,0.25,0.91,Slow,0.51,1,0
26986,2670,23,4,19,59,2,197,187,VIP,0.09,0.79,Slow,0.52,1,0
26987,2887,16,6,33,57,0,215,181,VIP,0.24,1,Slow,0.66,1,0
26988,1548,27,0,28,60,3,204,181,Premium,0.08,0.91,Slow,0.81,1,0
26989,517,110,1,52,70,0,214,267,General,0.16,0.37,Medium,0.39,0,0
26990,2489,13,6,46,57,1,243,127,VIP,0.47,0.33,Slow,0.63,1,0
26991,301,125,3,63,68,0,339,121,General,0.3,0.24,Slow,0.86,1,1
26992,332,115,7,49,64,1,245,207,General,0.12,0.75,Slow,0.89,1,0
26993,1147,43,4,45,61,1,275,171,Premium,0.35,0.18,Medium,0.69,1,0
26994,2926,10,2,71,64,3,236,234,VIP,0.18,1,Medium,0.32,0,0
26995,1874,37,7,26,60,2,226,223,VIP,0.23,0.94,Fast,0.32,0,0
26996,308,132,20,15,79,1,323,175,General,0.43,0.33,Fast,0.35,0,1
26997,2204,44,1,23,58,1,233,192,VIP,0.23,1,Fast,0.2,0,0
26998,471,101,8,21,69,0,285,163,General,0.35,0.85,Medium,0.41,0,0
26999,461,87,6,73,63,3,184,239,General,0.28,0.54,Fast,0.15,0,0
27000,3311,16,0,32,56,1,266,182,VIP,0.33,0.39,Fast,0.22,0,0
27001,2567,30,4,6,71,0,303,299,VIP,0.3,0.93,Fast,0.32,0,0
27002,432,125,17,2,69,0,282,259,General,0.44,0.02,Fast,0.3,1,0
27003,2190,42,2,0,62,0,186,197,VIP,0.25,1,Fast,0.14,0,0
27004,251,123,11,7,70,2,196,140,General,0.51,0.46,Slow,0.64,1,0
27005,1538,29,0,6,57,0,285,136,Premium,0,0.49,Fast,0.4,0,1
27006,276,143,14,7,62,1,258,191,General,0.48,0.86,Medium,0.45,0,1
27007,2667,30,7,56,62,1,270,286,VIP,0.26,0.52,Fast,0.26,0,0
27008,1137,32,0,73,53,1,189,142,Premium,0.25,0.08,Medium,0.37,0,0
27009,214,117,16,45,75,3,300,323,General,0.31,0.79,Fast,0.13,0,1
27010,348,125,9,36,62,1,197,137,General,0.31,0.71,Medium,0.57,0,0
27011,410,128,6,88,62,1,208,171,General,0.35,0.21,Fast,0.17,0,1
27012,175,129,13,62,74,2,351,222,General,0.21,0.67,Fast,0.21,0,1
27013,376,109,16,76,69,3,246,199,General,0.34,0.2,Slow,0.61,1,0
27014,287,125,11,15,75,0,218,241,General,0.56,0.88,Medium,0.54,0,0
27015,1220,45,4,22,56,1,146,148,Premium,0.24,0.23,Slow,0.84,1,0
27016,2872,19,1,39,64,2,277,240,VIP,0.36,0.38,Fast,0.36,0,0
27017,479,99,1,50,56,2,214,200,General,0.19,0.14,Fast,0.12,1,0
27018,276,131,10,84,67,0,332,263,General,0.21,0.44,Medium,0.52,1,1
27019,292,111,14,75,69,0,328,232,General,0.42,0.89,Medium,0.44,0,1
27020,314,87,11,59,70,2,219,266,General,0.28,0.79,Fast,0.42,0,0
27021,1204,40,7,46,65,3,278,155,Premium,0.38,0.89,Medium,0.49,0,0
27022,248,105,10,29,67,1,257,169,General,0.16,0.54,Slow,0.75,1,0
27023,1652,31,2,54,51,2,136,155,Premium,0.04,0.97,Slow,0.74,1,0
27024,195,152,14,60,67,3,259,248,General,0.41,0.57,Medium,0.41,0,1
27025,2595,36,5,1,65,1,288,258,VIP,0.46,0.66,Fast,0.43,0,0
27026,2192,34,2,78,60,3,279,190,VIP,0.25,0.67,Fast,0.33,1,0
27027,2647,20,9,77,65,1,206,164,VIP,0.31,0.32,Medium,0.34,0,0
27028,388,124,3,60,65,3,264,184,General,0.41,0.62,Medium,0.66,1,0
27029,2649,21,0,52,71,2,350,248,VIP,0.27,0.51,Fast,0.31,0,0
27030,2560,38,1,57,55,1,199,127,VIP,0.31,0.61,Medium,0.65,0,0
27031,121,141,8,39,69,0,323,300,General,0.43,0.48,Medium,0.44,1,0
27032,272,148,11,60,70,2,210,171,General,0.42,0.11,Fast,0.14,0,1
27033,338,102,16,28,70,1,327,188,General,0.39,0.85,Medium,0.7,1,0
27034,2577,28,0,3,55,1,205,205,VIP,0.25,0.52,Fast,0.31,0,0
27035,360,114,17,68,72,0,186,270,General,0.31,0.2,Fast,0.23,0,1
27036,2614,34,10,2,64,3,322,119,VIP,0.37,0.62,Slow,0.79,1,0
27037,292,101,19,37,81,1,397,323,General,0.46,0.18,Slow,0.58,1,0
27038,3083,32,6,84,57,2,179,199,VIP,0.3,0.43,Slow,0.88,1,0
27039,331,120,17,84,72,2,228,215,General,0.41,0.77,Medium,0.31,1,0
27040,49,117,12,49,77,2,236,184,General,0.37,0.43,Medium,0.3,1,1
27041,2880,42,14,5,70,0,294,275,VIP,0.29,0.71,Fast,0.12,0,0
27042,1518,25,4,58,66,3,279,81,Premium,0.36,0.71,Medium,0.5,0,0
27043,2768,32,3,73,57,1,244,194,VIP,0.35,1,Fast,0.22,0,0
27044,237,121,10,17,64,3,277,255,General,0.33,0.15,Slow,0.79,1,0
27045,364,111,8,73,73,1,206,188,General,0.24,0.94,Fast,0.33,0,1
27046,1303,37,11,31,72,0,244,219,Premium,0.25,0.77,Medium,0.52,1,0
27047,303,116,16,76,76,0,333,283,General,0.23,0.19,Fast,0.11,0,1
27048,2759,31,6,31,65,3,215,208,VIP,0.36,0.61,Fast,0.33,0,0
27049,2865,23,5,55,58,2,253,130,VIP,0.22,0.88,Fast,0.36,0,0
27050,466,115,14,21,75,2,353,300,General,0.37,0.03,Slow,0.74,1,0
27051,48,143,16,33,77,1,229,267,General,0.37,0.72,Slow,0.53,1,1
27052,2511,31,0,71,65,0,282,142,VIP,0.11,1,Slow,0.65,1,0
27053,326,135,13,77,68,2,285,210,General,0.33,0.12,Medium,0.4,1,1
27054,2478,28,0,1,65,3,197,188,VIP,0.25,1,Fast,0.35,1,0
27055,1454,35,13,10,79,3,284,261,Premium,0.44,0.53,Slow,0.81,1,0
27056,3329,31,0,29,61,2,159,175,VIP,0.08,0.91,Fast,0.47,0,0
27057,2407,26,7,41,59,2,251,155,VIP,0.11,1,Medium,0.42,0,0
27058,415,118,19,10,76,3,211,232,General,0.36,0.24,Fast,0.44,0,0
27059,307,128,0,56,61,1,290,157,General,0.14,0.01,Medium,0.67,0,0
27060,148,132,15,72,61,1,303,246,General,0.41,0.09,Medium,0.54,1,0
27061,3124,20,14,83,72,3,217,205,VIP,0.31,1,Fast,0.43,0,0
27062,2623,22,3,61,66,3,288,164,VIP,0.3,0.68,Fast,0.37,0,0
27063,218,125,10,30,68,0,234,184,General,0.47,0.27,Slow,0.78,0,0
27064,2768,20,5,25,70,3,261,246,VIP,0.37,1,Medium,0.3,0,0
27065,2792,21,14,33,67,2,231,264,VIP,0.28,0.34,Fast,0.4,0,0
27066,1137,12,0,76,54,2,229,169,Premium,0.26,0.85,Slow,0.61,1,0
27067,3011,21,0,3,57,0,175,265,VIP,0.22,1,Fast,0.11,0,0
27068,3554,5,0,11,62,2,274,31,VIP,0.11,0.69,Slow,0.9,0,0
27069,176,134,11,76,67,3,315,254,General,0.15,0.84,Medium,0.58,0,1
27070,303,126,12,36,68,2,212,194,General,0.44,0.73,Fast,0.27,0,1
27071,2723,11,3,68,67,2,325,126,VIP,0.05,1,Fast,0.28,0,0
27072,419,123,2,60,69,2,329,248,General,0.4,0.85,Slow,0.68,1,0
27073,198,122,10,14,69,2,191,264,General,0.19,0.79,Slow,0.72,1,0
27074,2309,22,9,31,59,0,260,59,VIP,0.13,1,Fast,0.36,0,0
27075,335,122,8,73,60,1,171,181,General,0.3,0.65,Slow,0.51,1,0
27076,3011,30,0,35,55,0,191,247,VIP,0.31,1,Slow,0.89,0,0
27077,463,113,4,17,65,1,307,278,General,0.2,0.81,Fast,0.14,1,1
27078,1126,38,10,6,87,0,319,99,Premium,0.3,0.1,Fast,0.1,1,0
27079,2467,37,3,69,57,2,144,224,VIP,0.45,1,Medium,0.51,0,0
27080,220,106,4,51,62,0,178,232,General,0.18,0.49,Medium,0.47,0,0
27081,3128,27,10,54,60,2,209,193,VIP,0.52,0.6,Fast,0.45,0,0
27082,3227,37,3,5,72,2,252,246,VIP,0.29,0.5,Fast,0.14,0,0
27083,2430,12,0,72,59,2,230,205,VIP,0.09,0.44,Slow,0.68,1,0
27084,3330,24,3,89,52,2,132,168,VIP,0.1,0.78,Slow,0.79,0,0
27085,2995,28,0,60,60,3,201,282,VIP,0.18,0.96,Medium,0.55,0,0
27086,406,113,7,27,62,3,238,228,General,0.37,0.11,Medium,0.31,0,1
27087,3212,23,0,43,54,1,254,167,VIP,0.2,1,Fast,0.29,0,0
27088,243,138,8,63,62,1,169,170,General,0.16,0.16,Fast,0.35,0,1
27089,458,105,5,10,67,2,272,199,General,0.38,0.81,Medium,0.32,0,0
27090,2863,17,0,83,67,2,228,180,VIP,0.4,0.57,Medium,0.49,1,0
27091,411,102,6,10,70,2,271,145,General,0.13,0.12,Slow,0.75,1,0
27092,1395,38,9,48,57,2,169,123,Premium,0.14,0.04,Fast,0.38,0,0
27093,2832,25,7,15,63,2,224,182,VIP,0.33,0.78,Medium,0.5,0,0
27094,1304,27,4,51,60,1,297,66,Premium,0.3,0.29,Slow,0.54,1,0
27095,2383,38,7,40,67,1,231,281,VIP,0.32,0.58,Fast,0.34,0,0
27096,331,132,14,38,83,4,283,259,General,0.3,0.73,Slow,0.75,1,0
27097,386,119,8,22,66,1,208,216,General,0.14,0.45,Fast,0.2,0,1
27098,3791,10,7,31,56,0,208,209,VIP,0.25,1,Fast,0.4,0,0
27099,1150,36,2,81,60,1,287,108,Premium,0.2,0.2,Slow,0.72,1,0
27100,805,45,1,14,71,0,299,227,General,0.25,0.76,Medium,0.52,0,0
27101,1266,37,13,58,83,4,352,198,Premium,0.47,0.8,Medium,0.61,1,0
27102,1307,33,9,29,69,2,249,146,Premium,0.3,0,Medium,0.31,1,0
27103,414,103,9,31,70,3,244,170,General,0.44,0.61,Fast,0.36,0,0
27104,2461,37,5,38,63,0,286,265,VIP,0.27,0.47,Slow,0.85,1,0
27105,1119,45,8,14,67,2,180,259,Premium,0.36,0.21,Medium,0.6,1,0
27106,3479,28,9,63,64,3,298,198,VIP,0.28,0.44,Medium,0.55,0,0
27107,1386,36,0,26,61,2,263,200,Premium,0.2,0.68,Fast,0.22,0,0
27108,124,140,18,21,68,2,322,244,General,0.35,0.2,Medium,0.63,0,1
27109,2053,22,2,77,58,0,229,253,VIP,0.22,0.5,Slow,0.83,1,0
27110,1175,23,0,3,66,2,279,226,Premium,0.1,0.22,Medium,0.42,0,0
27111,458,116,15,56,69,2,175,178,General,0.37,0.63,Medium,0.44,0,0
27112,3011,6,1,29,65,1,317,183,VIP,0.22,0.5,Fast,0.24,0,0
27113,1422,22,0,60,76,3,364,217,Premium,0.29,0.58,Fast,0.12,0,0
27114,262,133,10,17,63,0,255,180,General,0.25,0.87,Slow,0.78,1,1
27115,983,40,0,22,52,0,136,87,Premium,0.26,0.64,Fast,0.28,0,0
27116,3621,12,6,37,75,3,238,219,VIP,0.07,0.93,Slow,0.58,1,0
27117,547,33,0,31,51,0,209,115,General,0.35,0.29,Fast,0.26,0,0
27118,2497,37,5,59,60,3,212,174,VIP,0.25,0.53,Fast,0.16,1,0
27119,1124,50,2,12,55,0,186,195,Premium,0.29,0.28,Fast,0.15,0,1
27120,380,109,6,56,70,0,281,249,General,0.2,0.77,Fast,0.4,0,0
27121,3199,26,7,8,60,3,210,187,VIP,0.36,0.92,Fast,0.22,0,0
27122,253,138,15,6,72,0,315,144,General,0.31,0.9,Fast,0.44,0,1
27123,2552,39,0,29,52,1,201,178,VIP,0.15,0.34,Fast,0.3,0,0
27124,377,126,14,15,62,3,201,168,General,0.35,0.55,Fast,0.28,0,1
27125,487,110,7,28,66,2,177,206,General,0.42,0.83,Slow,0.55,1,1
27126,491,105,15,13,70,2,242,205,General,0.39,0.22,Slow,0.62,1,1
27127,1587,34,3,46,68,1,326,164,Premium,0.37,0.13,Medium,0.34,0,0
27128,382,116,11,23,70,1,209,236,General,0.27,0.4,Fast,0.3,0,0
27129,2304,45,8,8,67,0,173,266,VIP,0.3,0.43,Medium,0.44,1,0
27130,2702,36,0,48,65,3,210,199,VIP,0.17,1,Fast,0.32,1,0
27131,2575,31,5,29,64,1,181,255,VIP,0.23,0.95,Slow,0.72,1,0
27132,51,132,15,55,71,2,263,242,General,0.3,0.77,Fast,0.42,0,1
27133,2671,22,1,66,69,2,329,124,VIP,0.43,0.71,Medium,0.58,0,0
27134,493,117,18,39,71,2,287,177,General,0.47,0.26,Fast,0.42,0,0
27135,579,102,9,59,67,0,315,166,General,0.21,0.6,Medium,0.45,1,0
27136,256,131,14,45,65,1,183,271,General,0.44,0.67,Slow,0.74,1,0
27137,295,88,3,62,70,1,221,220,General,0.23,0.99,Slow,0.58,0,1
27138,180,114,9,65,66,3,186,214,General,0.28,0.02,Medium,0.56,0,1
27139,289,115,17,31,81,4,319,313,General,0.2,0.96,Medium,0.46,0,1
27140,1207,38,1,73,57,0,211,102,Premium,0.34,0.95,Fast,0.24,0,0
27141,1250,24,3,60,72,2,232,144,Premium,0.35,0.34,Medium,0.55,0,0
27142,2168,36,4,60,55,0,200,174,VIP,0.3,1,Fast,0.22,0,0
27143,2203,29,0,11,59,2,198,272,VIP,0.31,1,Medium,0.51,0,0
27144,2967,27,4,72,61,1,153,199,VIP,0.36,0.39,Slow,0.89,0,0
27145,2416,35,0,72,55,2,272,198,VIP,0.21,1,Medium,0.35,0,0
27146,1095,35,6,53,67,2,189,107,Premium,0.16,0.74,Fast,0.15,1,0
27147,2482,35,8,40,65,2,199,206,VIP,0.27,0.48,Fast,0.47,0,0
27148,3135,40,8,46,72,2,313,98,VIP,0.35,0.63,Medium,0.53,1,0
27149,3352,32,5,7,65,3,292,76,VIP,0.37,0.53,Medium,0.31,0,0
27150,300,139,19,77,76,0,374,250,General,0.3,0.43,Fast,0.24,0,1
27151,3099,31,7,87,78,3,362,233,VIP,0.28,0.36,Slow,0.51,1,0
27152,494,108,11,54,69,1,329,252,General,0.17,0.37,Slow,0.59,0,0
27153,1358,30,0,73,55,2,242,211,Premium,0.09,0.45,Medium,0.56,0,0
27154,2568,40,0,79,60,3,274,127,VIP,0.09,0.57,Fast,0.12,0,0
27155,384,100,18,3,71,2,198,146,General,0.29,0.98,Medium,0.44,0,0
27156,1619,29,6,42,61,0,160,136,Premium,0.29,0.82,Fast,0.47,1,0
27157,1357,33,0,15,76,3,266,248,Premium,0.14,0.81,Fast,0.33,0,0
27158,308,128,12,73,74,1,315,213,General,0.37,0.57,Medium,0.3,0,1
27159,239,108,4,83,62,3,250,216,General,0.24,0.37,Fast,0.45,0,0
27160,3478,33,9,86,71,0,346,255,VIP,0.29,0.96,Fast,0.13,0,0
27161,1096,36,0,43,58,2,175,140,Premium,0.33,0.79,Medium,0.46,0,0
27162,196,129,14,46,62,3,273,219,General,0.44,0.12,Fast,0.19,0,0
27163,3515,29,2,60,60,0,180,164,VIP,0.14,1,Slow,0.58,1,0
27164,302,114,9,81,66,2,306,206,General,0.37,0.73,Medium,0.54,1,1
27165,3902,13,1,88,58,1,285,153,VIP,0.12,1,Fast,0.26,0,0
27166,1211,39,3,89,75,1,220,250,Premium,0.29,0.12,Slow,0.82,0,0
27167,3091,33,0,29,59,0,204,140,VIP,0.04,0.5,Fast,0.3,1,0
27168,393,100,3,1,62,0,255,74,General,0.25,0.2,Fast,0.14,0,0
27169,335,122,15,74,78,2,378,222,General,0.19,0.49,Medium,0.33,0,1
27170,372,126,21,58,75,1,347,253,General,0.44,0,Fast,0.17,0,1
27171,533,103,11,88,74,0,274,201,Premium,0.38,0.98,Fast,0.4,1,1
27172,1244,29,0,20,65,1,194,167,Premium,0.27,0.99,Fast,0.18,0,0
27173,294,126,3,51,62,1,195,155,General,0.17,0.24,Fast,0.46,0,1
27174,182,122,1,2,54,2,249,204,General,0.24,0.56,Slow,0.76,1,0
27175,126,132,7,23,60,0,205,99,General,0.33,0.49,Medium,0.59,0,1
27176,2563,39,5,87,73,2,318,298,VIP,0.32,0.58,Fast,0.23,0,0
27177,2328,42,4,62,59,0,212,158,VIP,0.02,0.82,Fast,0.11,0,0
27178,736,32,0,41,62,3,231,245,General,0.25,0.56,Fast,0.16,0,0
27179,2210,18,0,19,59,1,164,221,VIP,0.27,0.63,Fast,0.33,0,0
27180,333,132,13,59,72,1,343,297,General,0.42,0.99,Medium,0.65,1,1
27181,1786,46,10,30,57,2,246,284,VIP,0.42,1,Medium,0.58,0,0
27182,1051,44,11,44,56,0,188,204,Premium,0.42,0.87,Fast,0.25,0,0
27183,2572,43,4,33,56,2,211,80,VIP,0.28,0.87,Slow,0.77,0,0
27184,2882,16,3,32,55,1,264,162,VIP,0.28,0.76,Medium,0.52,1,0
27185,226,142,9,39,71,3,236,303,General,0.45,0.56,Fast,0.33,1,1
27186,1402,29,6,76,65,0,316,209,Premium,0.38,0.22,Medium,0.63,0,0
27187,1084,37,0,89,55,1,175,108,Premium,0.18,0.14,Slow,0.5,1,0
27188,2985,26,0,1,69,1,194,214,VIP,0.17,0.45,Slow,0.69,0,0
27189,215,106,3,35,52,0,174,99,General,0.13,0.25,Fast,0.3,0,1
27190,1468,49,2,23,62,1,168,139,Premium,0.24,0.08,Slow,0.72,0,0
27191,395,130,15,29,74,0,222,279,General,0.47,0.1,Fast,0.49,0,0
27192,2641,33,7,15,64,0,164,194,VIP,0.46,1,Medium,0.61,1,0
27193,1312,38,9,17,65,0,177,213,Premium,0.26,0.2,Fast,0.22,1,0
27194,2653,34,4,3,73,2,209,272,VIP,0.22,0.9,Medium,0.66,1,0
27195,896,39,4,18,64,3,276,172,Premium,0.18,0.99,Fast,0.44,0,0
27196,524,83,1,39,59,1,176,198,General,0.19,0.4,Slow,0.88,1,0
27197,2317,29,0,26,61,0,267,187,VIP,0.27,1,Fast,0.37,0,0
27198,2113,42,13,28,71,2,186,212,VIP,0.51,0.48,Fast,0.17,0,0
27199,144,129,14,4,70,2,256,160,General,0.36,0.31,Fast,0.41,0,1
27200,1461,38,8,18,63,1,215,152,Premium,0.49,0.45,Fast,0.49,0,0
27201,2746,28,0,89,61,1,189,106,VIP,0.17,0.51,Slow,0.63,1,0
27202,2905,18,6,48,60,0,250,235,VIP,0.24,1,Fast,0.35,0,0
27203,192,125,17,42,79,3,295,214,General,0.59,0.6,Fast,0.48,0,1
27204,979,44,8,69,68,2,217,223,Premium,0.55,0.68,Slow,0.53,1,0
27205,389,107,16,78,73,2,278,200,General,0.28,0.17,Fast,0.36,0,1
27206,174,140,8,22,66,3,197,174,General,0.11,0.81,Fast,0.22,0,1
27207,667,41,8,38,63,3,301,184,General,0.28,0.62,Medium,0.61,1,0
27208,2968,13,10,78,67,1,198,268,VIP,0.42,1,Medium,0.59,0,0
27209,77,126,16,61,64,3,313,190,General,0.56,0.24,Fast,0.16,0,1
27210,3146,44,7,12,50,0,202,193,VIP,0.22,0.7,Fast,0.26,0,0
27211,280,132,8,25,69,2,248,120,General,0.41,0.34,Fast,0.25,0,1
27212,2591,38,0,80,59,0,237,176,VIP,0.26,0.43,Medium,0.35,0,0
27213,2462,24,2,59,53,1,150,190,VIP,0.29,0.54,Medium,0.49,1,0
27214,386,97,13,75,69,2,321,202,General,0.18,0.34,Slow,0.51,1,1
27215,404,111,18,70,77,0,350,121,General,0.21,0.71,Fast,0.25,0,1
27216,2532,30,2,3,62,2,183,228,VIP,0.17,1,Medium,0.57,1,0
27217,1648,30,0,81,54,2,229,220,Premium,0.12,0.64,Medium,0.56,0,0
27218,215,122,10,43,72,0,350,224,General,0.5,0.78,Medium,0.46,0,1
27219,2214,24,10,84,71,0,319,182,VIP,0.4,1,Medium,0.65,0,0
27220,208,141,10,87,64,2,249,150,General,0.36,0.47,Medium,0.56,0,0
27221,3036,17,2,67,75,2,263,252,VIP,0.27,1,Slow,0.87,1,0
27222,317,119,22,16,83,1,240,296,General,0.44,0.7,Slow,0.8,1,1
27223,1399,27,7,1,66,2,277,167,Premium,0.37,0.15,Medium,0.34,0,0
27224,2808,24,0,34,48,2,144,237,VIP,0.07,1,Medium,0.64,1,0
27225,2201,37,0,41,70,2,247,107,VIP,0.34,0.33,Fast,0.23,0,0
27226,3433,20,0,32,56,0,191,185,VIP,0.24,0.45,Fast,0.43,0,0
27227,2414,36,6,43,69,2,272,278,VIP,0.23,0.95,Fast,0.4,0,0
27228,336,120,17,2,79,3,227,241,General,0.45,0.59,Slow,0.68,0,1
27229,330,127,1,36,55,1,184,156,General,0.25,0.98,Medium,0.52,0,0
27230,2777,31,3,8,54,1,197,95,VIP,0.29,1,Medium,0.61,1,0
27231,561,106,14,54,68,2,276,269,General,0.21,0.85,Medium,0.66,1,0
27232,240,130,17,89,74,1,294,217,General,0.4,0.06,Fast,0.18,0,1
27233,322,119,12,53,67,0,203,236,General,0.18,0.76,Medium,0.53,0,0
27234,311,117,9,1,66,2,285,208,General,0.32,0.36,Medium,0.56,1,1
27235,2221,37,0,75,67,1,221,168,VIP,0.15,1,Medium,0.67,1,0
27236,151,131,13,12,62,3,193,215,General,0.32,0.51,Fast,0.3,0,0
27237,198,126,8,36,62,1,253,182,General,0.21,0.72,Fast,0.11,1,1
27238,2765,38,2,2,64,2,164,113,VIP,0.45,1,Fast,0.12,0,0
27239,241,136,18,43,82,0,358,271,General,0.36,0.4,Slow,0.82,0,0
27240,314,115,0,88,60,1,183,223,General,0.14,0.99,Fast,0.48,0,0
27241,2462,29,2,33,59,2,197,234,VIP,0.26,0.98,Medium,0.3,1,0
27242,2955,20,0,6,67,2,211,243,VIP,0.17,0.6,Slow,0.85,0,0
27243,380,125,9,16,73,2,343,208,General,0.03,0.3,Fast,0.27,0,1
27244,1360,44,0,83,57,2,154,156,Premium,0.14,0.52,Fast,0.36,1,0
27245,2995,27,0,43,61,1,295,166,VIP,0.11,1,Fast,0.16,0,0
27246,2512,33,6,89,61,0,159,184,VIP,0.18,0.34,Fast,0.3,0,0
27247,1323,36,8,8,64,1,223,203,Premium,0.15,0.72,Medium,0.3,0,0
27248,1238,30,3,84,66,2,327,140,Premium,0.26,0.4,Fast,0.5,0,0
27249,352,128,15,15,70,2,304,123,General,0.42,0.13,Fast,0.44,0,0
27250,441,91,16,42,67,2,232,266,General,0.33,0.68,Slow,0.66,1,1
27251,477,100,7,67,57,2,274,219,General,0.33,0.48,Fast,0.29,1,0
27252,2672,34,2,34,64,1,178,263,VIP,0.25,0.93,Fast,0.49,0,0
27253,2504,35,0,70,63,1,298,116,VIP,0.4,0.82,Medium,0.3,1,0
27254,365,122,13,58,69,3,282,147,General,0.46,0.43,Fast,0.15,0,1
27255,1490,46,10,11,69,3,292,169,Premium,0.33,0.78,Medium,0.67,0,0
27256,282,133,7,25,64,3,298,183,General,0.22,0.61,Slow,0.56,1,0
27257,2437,39,0,18,56,1,262,101,VIP,0.28,1,Medium,0.58,1,0
27258,2338,38,7,68,60,1,303,88,VIP,0.23,0.99,Fast,0.14,0,0
